,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
9102,23.0,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
30696,34.0,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
12237,28.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
25197,63.0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
1974,48.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,45.0,United-States,>50K
14117,44.0,Private,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0.0,0.0,38.0,Peru,<=50K
8318,79.0,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
28378,40.0,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
3025,30.0,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,52.0,United-States,>50K
10664,50.0,Self-emp-not-inc,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
20607,43.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
284,32.0,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2002.0,40.0,Iran,<=50K
15648,41.0,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
17584,28.0,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11532,45.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
26939,19.0,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
27966,39.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16.0,United-States,<=50K
26790,69.0,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0.0,0.0,8.0,United-States,<=50K
9831,21.0,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
14967,41.0,Federal-gov,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
29983,20.0,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
31515,20.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
29968,44.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
18867,26.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
4824,23.0,Local-gov,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
5779,50.0,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
21193,63.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,49.0,United-States,<=50K
4966,26.0,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
1883,32.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15024.0,0.0,50.0,United-States,>50K
14404,17.0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
10608,33.0,State-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
13883,47.0,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
20217,45.0,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
20666,54.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
16919,43.0,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
8156,19.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
13638,21.0,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
30837,20.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
8956,44.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,12.0,United-States,<=50K
23270,44.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
6229,42.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11682,45.0,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9082,31.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3004,44.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,60.0,United-States,>50K
5812,24.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28752,19.0,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
9843,33.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,<=50K
18052,59.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
10006,34.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,32.0,United-States,>50K
1734,61.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,22040.0,0.0,40.0,United-States,<=50K
5841,63.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
27346,44.0,State-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
15893,20.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
26507,50.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
20641,37.0,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,65.0,United-States,<=50K
6732,22.0,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,30.0,Germany,<=50K
27726,30.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,>50K
24525,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
2838,43.0,Federal-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
27735,21.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
20500,34.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
26074,46.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27915,23.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
2185,40.0,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,>50K
18492,20.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
4340,47.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
15627,34.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27179,34.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
12614,57.0,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
7653,52.0,Self-emp-not-inc,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
30365,24.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,60.0,Canada,<=50K
13867,45.0,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31911,32.0,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31296,65.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,Germany,<=50K
32370,36.0,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
8378,48.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
9572,53.0,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
10303,36.0,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
8870,36.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,20.0,United-States,<=50K
26673,37.0,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
3352,40.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,50.0,United-States,>50K
20887,28.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
11239,30.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,Thailand,>50K
25134,59.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,48.0,United-States,>50K
12995,28.0,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
2765,37.0,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
206,44.0,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,2205.0,35.0,United-States,<=50K
18958,21.0,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,28.0,United-States,<=50K
19074,57.0,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9326,25.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
27611,52.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
13754,42.0,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
21008,26.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
7122,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,26.0,United-States,<=50K
25323,40.0,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
4112,40.0,State-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,1506.0,0.0,40.0,United-States,<=50K
30672,19.0,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
17322,45.0,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
29413,28.0,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
15809,26.0,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0.0,0.0,40.0,Mexico,<=50K
27261,39.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26012,44.0,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K
17339,32.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
4668,25.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29418,56.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
19963,31.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
15267,49.0,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40.0,Columbia,<=50K
5885,44.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,18.0,United-States,>50K
2037,48.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
3920,35.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407.0,0.0,40.0,United-States,<=50K
31934,21.0,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,98.0,United-States,<=50K
21695,38.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
28131,19.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31284,21.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11514,26.0,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
28326,36.0,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
16433,43.0,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
27845,61.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Japan,<=50K
9304,50.0,Private,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0.0,0.0,60.0,United-States,<=50K
705,44.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,56.0,United-States,>50K
16639,22.0,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0.0,0.0,42.0,Germany,<=50K
2028,52.0,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
24002,26.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
8895,20.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
25449,54.0,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
4796,58.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
24278,50.0,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
19973,26.0,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
31421,30.0,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
28264,54.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21285,40.0,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,38.0,United-States,<=50K
14457,46.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,Japan,>50K
20553,29.0,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
12108,23.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
7711,31.0,Private,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
1527,22.0,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,99999.0,0.0,40.0,Dominican-Republic,>50K
12341,38.0,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15613,34.0,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
15785,37.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
11275,24.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
15498,28.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
15878,23.0,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
13623,58.0,Self-emp-not-inc,9th,5,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
19871,33.0,Self-emp-inc,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
5443,50.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
29687,28.0,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,>50K
17833,31.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,30.0,Mexico,<=50K
791,54.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,65.0,United-States,>50K
27056,36.0,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
32136,25.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
21015,32.0,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
17025,47.0,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
22928,28.0,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
10240,62.0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27615,17.0,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,5.0,United-States,<=50K
12246,47.0,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
13732,47.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32271,47.0,Private,Assoc-acdm,12,Divorced,Sales,Own-child,White,Male,0.0,0.0,44.0,United-States,<=50K
8682,17.0,Private,9th,5,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
25500,27.0,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
28944,25.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24815,44.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
16080,30.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,65.0,United-States,<=50K
32082,26.0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
27240,38.0,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
6600,55.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
19849,38.0,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,Mexico,<=50K
23444,48.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
29791,62.0,Private,10th,6,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
4649,41.0,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
637,31.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,40.0,United-States,>50K
21071,41.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,45.0,United-States,>50K
8461,51.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,75.0,United-States,<=50K
1839,47.0,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
